identifier,Naam,Plaats,Jaar,Plaats op ranglijst,Prijs per stuk in €,Aanbieding prijs,Aanbieding in €,Adres,Adres_google,Categorie,Conclusie,Eindcijfer,Gewicht in gram,Hoeveelheid vulling,Klefheid,Luchtigheid,Nevenvestiging,Opmerking,Smaak,Uiterlijk,Vetpercentage,Zelf aangemeld voor deelname,Zoetheid,Aanbieding bulk aantal,Aanbieding bulk prijs
"Oliebollenkraam Koemarkt, Purmerend",Oliebollenkraam Koemarkt,Purmerend,2016,148.0,1.0,0.82,"11 voor  9,00",Koemarkt 12,,(Zeer) slecht," Ook in de kraamwereld heb je onvervalste prutsers. Dit is zo’n voorbeeld. Niets deugt. Niet gaar, te licht, te weinig vulling, klef. Onvervalste kleefpasta. Houd de portemonnee dicht!",3.0,87.5,,,,False,,,,8.5,,,11,9.00
"Bakkerij Ter Avest, Delden",Bakkerij Ter Avest,Delden,2016,149.0,0.5,0.45,"11 voor  5,00",Kortestraat 23,,(Zeer) slecht," Hoe goedkoop toch weer duurkoop blijkt te zijn. We vroegen om een oliebol, niet om een pakje kauwgum. Of is het zo’n knijpstressballetje? Deze bol smaakt naar alles en niets.",3.0,71.2,,,,False,,,,6.9,,,11,5.00
"Gebakkraam, Capelle aan den IJssel",Gebakkraam,Capelle aan den IJssel,2016,150.0,1.0,0.83,"12 voor  10,00","Kerklaan, metrostation bij w.centrum Koperwiek",,(Zeer) slecht," De gebruikte mix zorgt voor een gevalletje geelzucht. Ruikt onaangenaam. De korst is taai, de binnenkant droog, melig en smakeloos. Een kermisattractie waar je beter aan voorbijloopt.",3.0,80.1,,,,False,,,,6.1,,,12,10.00
"De Betuwse Oliebollenbakkerij Arjaans-Eckelboom, Druten",De Betuwse Oliebollenbakkerij Arjaans-Eckelboom,Druten,2016,151.0,1.0,0.89,"9 voor  8,00",De Bogerd,,Oneetbaar," De ambachtelijke vorm nemen we nog voor lief, de verschrikkelijke smaak niet. Zou een schoenzool zo smaken? En knijpen in de korst geeft het effect van een vulkaanuitbarsting.",2.5,75.7,,,,False,,,,8.9,,,9,8.00
"Oliebollenkraam, Geleen",Oliebollenkraam,Geleen,2016,152.0,1.0,0.71,"14 voor  10,00","Enighauserweg 101, parkeerterrein Hornbach",,Oneetbaar," Ricardo en Sabrina Hamers geven zichzelf op voor de test. Dat getuigt van lef. Zet nu de stap om deskundige hulp in te roepen, want er valt veel te verbeteren. Eigenlijk alles.",2.5,80.9,,,,False,,,,4.0,,,14,10.00
"Trattoria La Collina, Zeist",Trattoria La Collina,Zeist,2016,153.0,1.0,0.83,"12 voor  10,00",Voorheuvel 73,,Oneetbaar," La Collina is een mediterrane delicatessenzaak die werkt met ambachtelijke en biologische producten. Deze speltoliebollen zijn niet te eten. Chemische, zoete smaakexplosie.",2.0,75.9,,,,False,,,,10.5,,,12,10.00
"Irene's Ambachtelijke Bakkerswinkel, Meerkerk",Irene's Ambachtelijke Bakkerswinkel,Meerkerk,2016,154.0,0.9,0.8,"10 voor  8,00",Raadhuisplein 1C,,Oneetbaar, Er komt heel wat ambacht bij kijken om een dergelijk monster te creëren. Mensen met een zwakke gezondheid moeten hier niet aan beginnen. Taai en ranzig. De vetste bollen uit test.,2.0,83.5,,,,False,,,,18.8,,,10,8.00
"Gebakkraam Streekstra-Bont, Borne",Gebakkraam Streekstra-Bont,Borne,2016,155.0,0.8,0.71,"14 voor  10,00",Parkeerterrein De Bolkshoek,,Oneetbaar," Jan Terlouw riep onlangs op het goede in elkaar te blijven zien. Helemaal mee eens, maar er zijn grenzen. En met zijn smakeloze sponzen heeft deze bakker die ver overschreden.",1.5,82.3,,,,False,,,,7.7,,,14,10.00
"Hollandse Gebakkraam C. Denies, Delft",Hollandse Gebakkraam C. Denies,Delft,2016,156.0,1.0,0.83,"12 voor  10,00",Oude Kerkstraat/Voorstraat,,Oneetbaar," Carl Denies is ver van het prijswinnende pad afgedwaald. Na een slechte eerste ronde grijpt hij ook in de herkansing ernaast. De bol mist smaak, heeft wel een nare nasmaak. Jammer.",1.5,103.8,,,,False,,,,9.9,,,12,10.00
"Gebakkraam Wiltjer-Fogerty, Groningen",Gebakkraam Wiltjer-Fogerty,Groningen,2016,157.0,0.9,0.8,"10 voor  8,00",Grote Markt,,Oneetbaar," Kraakheldere kraam en bedrijfskleding. Mooi! Uitbaatster zegt ‘schijtziek’ te worden van de slechte uitslagen in de afgelopen jaren. Hard, maar deze misbaksels verdienen niet beter.",1.5,82.6,,,,False,,,,8.1,,,10,8.00
"Gebakkraam, Amersfoort",Gebakkraam,Amersfoort,2016,158.0,1.0,0.7,"10 voor  7,00",Noordewierweg 131,,Oneetbaar," Taaie, smakeloze deegbol. ‘Het smerigste wat ik ooit heb gegeten’, meldt een panellid. De tweede ronde is niet veel beter. Inwoners van Amersfoort kunnen zich nog bedenken.",1.5,86.5,,,,False,,,,7.2,,,10,7.00
"Gebakkraam, Groningen",Gebakkraam,Groningen,2016,159.0,1.0,0.75,"8 voor  6,00","Kattegat 1A, voor ingang Makro",,Oneetbaar," Vettig aanvoelend bolletje, prima geschikt om een fietsketting mee te smeren. Dit moet je niet willen eten. De korst is knagen op een stuk scheepstouw. Waar is het teiltje?",1.5,76.8,,,,False,,,,9.4,,,8,6.00
"Hollandsche Gebakkraam H.J. Bakker, Haarlem",Hollandsche Gebakkraam H.J. Bakker,Haarlem,2016,160.0,1.0,0.67,"12 voor  8,00","Floridaplein 13, bij winkelcentrum Schalkwijk",,Oneetbaar, De laatste plaats. En wat staat er in grote letters op de kraam? KWALITEIT IS ONZE RECLAME. Iemand met een beetje gevoel voor humor wordt daar toch heel vrolijk van? Weg hier!,1.0,76.2,,,,False,,,,5.2,,,12,8.00
"Bakkerij Klootwijk, Rotterdam",Bakkerij Klootwijk,Rotterdam,2017,1.0,0.95,, Geen,Poolsterstraat 50 (Alexandrium),,," De winnaar van 2017. Zelfs superlatieven drukken de smaak onvoldoende uit. Wereldklasse. Diepe buiging voor de bakkersploeg van Klootwijk. Jaren dichtbij, nu de hoofdprijs. Gefeliciteerd!",,94.0,,,,,,,,14.8, ja,,,
"Meesterbakker Voskamp, Spijkenisse",Meesterbakker Voskamp,Spijkenisse,2017,2.0,1.0,0.95," 10 voor 9,50",Nieuwstraat 183,,, Het scheelde weinig of Voskamp pakte zijn derde achtereenvolgende titel. Ultieme prestatie van bakker Arnold Kabbedijk. Wat valt er te zeggen? Verrukkelijk! Pure smaaksensatie. Top!,,97.0,,,,,,,,13.6, ja,,10,9.50
"Bakkerij Vliegendehond, Wolvega",Bakkerij Vliegendehond,Wolvega,2017,3.0,0.8,0.73," 11 voor 8,00",Van Harenstraat 74,,," Hoever je ook van Wolvega vandaan woont, deze Friese oliebol is het omrijden meer dan waard. Ook Ivo Vliegendehond bakt zich in de prijzen. Topprestatie! Knap!",,92.0,,,,,,,,13.6, ja,,11,8.00
"Brood- en Banketbakkerij Lorkeers, Nijverdal",Brood- en Banketbakkerij Lorkeers,Nijverdal,2017,4.0,0.95,0.85," 10 voor 8,50",Rijssensestraat 178,,," Donker gebakken, maar wat een mooie korst. Een dooretertje! Zo lusten we er nog wel een. Kom maar door met die schaal. Christiaan en Gerlinde Lorkeers zetten Nijverdal op de kaart.",,97.0,,,,,,,,9.99, ja,,10,8.50
"Echte Bakker Nijkamp, Holten",Echte Bakker Nijkamp,Holten,2017,5.0,0.9,0.83," 12 voor 10,00",Dorpsstraat 16,,, Loon naar werken voor Martin Nijkamp. Na jaren experimenteren qua recept terug naar de basis en direct aan de top. Alleen maar lof van het panel. Een bolletje waar je je vingers bij opeet.,,95.0,,,,,,,,9.23, ja,,12,10.00
"Gebakkraam Richard Visser, Rotterdam",Gebakkraam Richard Visser,Rotterdam,2017,6.0,1.0,, Geen,Heemraadssingel/Vierambachtsstraat,,," Negenvoudig kampioen Richard Visser ziet de concurrentie groeien, maar blijft bij al dat geweld uitstekend overeind. Voor de 16de keer de beste oliebollenkraam van Nederland. ",,96.0,,,,,,,,14.3, ja,,,
"Bakkerij Brokking, IJsselstein",Bakkerij Brokking,IJsselstein,2017,7.0,1.0,, Geen,Benschopperstraat 4,,, Na een rampjaar met een faillissement en een zakelijke scheiding kocht Jeroen Brokking onlangs weer een bakkerij. Weer zelf achter de oven en zie het resultaat. Een topprestatie.,,96.0,,,,,,,,14.0, ja,,,
"Dre's Bakery, Goirle",Dre's Bakery,Goirle,2017,8.0,1.0,0.83," 12 voor 10,00",Kloosterplein,,," Helge en Andreas van Dooren zorgen voor een van de grote verrassingen van dit jaar. Erg lekkere oliebol. Goed gevuld en goed gebakken. Koop maar wat extra bloem in, het wordt druk.",,108.0,,,,,,,,12.3, ja,,12,10.00
"Hollandse Gebakkraam Dennis Smit, Ouderkerk aan de Amstel",Hollandse Gebakkraam Dennis Smit,Ouderkerk aan de Amstel,2017,9.0,1.0,, Geen,Sluisplein,,," Dennis Smit heeft het in zijn vingers en bakt een omrijdbolletje. Knapperige korst, goed gevuld, hoog smaakgehalte. Zo is een oliebol een traktatie. Daar blijf je van eten. ",,107.0,,,,,,,,8.99, ja,,,
"Hollandse Gebakkraam Vlot, Spijkenisse",Hollandse Gebakkraam Vlot,Spijkenisse,2017,10.0,1.0,0.91," 11 voor 10,00",Akkerhof,,," Het is bij Jan en Yvonne Vlot vallen en opstaan. Nu overtreffen zij zichzelf. Zeer smakelijk, mooie afbeet en prima gevuld. Top. Dat wordt de komende dagen hard werken. ",,102.0,,,,,,,,14.0, nee,,11,10.00
"Bakkerij Nollen, Hengevelde",Bakkerij Nollen,Hengevelde,2017,11.0,0.85,, Geen,Goorsestraat 9,,," Misschien westerse arrogantie, maar Hengevelde? Nooit van gehoord. Ga toch langs, want bakker Nollen heeft in tien vestigingen geweldige bolletjes. Goede korst, erg goed van smaak. ",,90.0,,,,,,,,12.3, ja,,,
"De Stadsbakker, Zwolle",De Stadsbakker,Zwolle,2017,12.0,0.9,0.85," 10 voor 8,50",Blijmarkt 4,,, Bakker Arend Kisteman ziet in de oliebol een ongelooflijke uitdaging en hij wordt elk jaar beter. Valt maar net buiten de top 10. En over die oliebol kunnen we kort zijn: gewoon geweldig.,,94.0,,,,,,,,12.2, ja,,10,8.50
"Gebakkraam Richard Voets, Tilburg",Gebakkraam Richard Voets,Tilburg,2017,13.0,1.0,0.91," 11 voor 10,00",Heyhoefpromenade,,," Richard Voets zette de knop om, vergat zijn zenuwen, ontspande en is helemaal zen. En bakt vervolgens met zijn oliebollen de sterren van de hemel. Kwam van ver, nu aan de top. Klasse!",,93.0,,,,,,,,12.8, ja,,11,10.00
"Bakkerij Jansen en Terpstra, Oosterwolde",Bakkerij Jansen en Terpstra,Oosterwolde,2017,14.0,0.95,, Geen,Het Oost 12,,," Bakker Jansen en Terpstra laat zien dat de top 10 klassering van vorig jaar geen lucky shot was. Als de korst iets knapperiger zou zijn, ligt de 10 binnen handbereik. Categorie superbollen.",,103.0,,,,,,,,9.08, ja,,,
"Bakkerij Jonker, Oldebroek",Bakkerij Jonker,Oldebroek,2017,15.0,0.75,, Geen,Zuiderzeestraatweg 357,,, Hendri Jonker vestigt zich definitief bij de top van oliebollen bakkend Nederland. Waarin een kleine bakker groot kan zijn. Dé beloning voor jaren keihard werken. Topproducten!,,91.0,,,,,,,,9.71, ja,,,
"Oliebollenkraam Monique van Griensven, Dordrecht",Oliebollenkraam Monique van Griensven,Dordrecht,2017,16.0,1.0,, Geen,Merwedestraat 50 (Jumbo),,," Dé grote ontdekking van 2017, Monique van Griensven. Serieuze manier van werken doet haar bij subtop belanden. Zeer smakelijke oliebol. Beste adres van Dordrecht en omgeving.",,99.0,,,,,,,,11.4, ja,,,
"Hollandse Gebakkraam, Apeldoorn",Hollandse Gebakkraam,Apeldoorn,2017,17.0,0.9,0.83," 9 voor 7,50",Raadhuisplein,,, Een oliebol in de ware zin van het woord. Lekkere knapperige korst. 10 procent meer vulling en de bol wordt nog beter. Op onverwachte momenten kun je aangegaan verrast worden.,,86.0,,,,,,,,11.3, nee,,9,7.50
"Gebakkraam Albers, Amsterdam",Gebakkraam Albers,Amsterdam,2017,18.0,1.0,0.71," 14 voor 10,00",Renswoudestraat (winkelcentrum Reigersbos),,, Na de 6 van vorig jaar is Albers hard aan het werk gegaan om zijn recept te verbeteren. Daarin is hij geslaagd. Keurige oliebol met frisse smaakelementen. Mag nog een tikkeltje luchtiger.,,95.0,,,,,,,,6.87, ja,,14,10.00
"Bakkerij van Horssen, Zaltbommel",Bakkerij van Horssen,Zaltbommel,2017,19.0,0.95,0.82," 11 voor 9,00",Fiep Westendorpplein 8a,,," Vanuit zijn centrale nieuwe bakkerij in Nederhemert laat Arthur van Horssen zien wat een oliebol bakken is. De korst is in orde, de vulling prima en ook het smaakgehalte klopt. Prima dus. ",,97.0,,,,,,,,10.3, ja,,11,9.00
"IJs & Snackpaleis Parkzicht, Sassenheim",IJs & Snackpaleis Parkzicht,Sassenheim,2017,20.0,0.75,0.7," 10 voor 6,95",Hoofdstraat 193a,,," Een van de verrassingen dit jaar. Stel lokale ondernemers bakte vorig jaar voor het eerst en dat bleek goed in de smaak te vallen. Productie oogt primitief, maar de smaak is erg goed!",,97.0,,,,,,,,13.3, ja,,10,6.95
"Rotterdamse Oliebollenbakkerij Familie Smit, Rotterdam",Rotterdamse Oliebollenbakkerij Familie Smit,Rotterdam,2017,21.0,1.0,0.83," 12 voor 10,00",Beijerlandselaan,,, De Rotterdamse Oliebollenbakkerij van de familie Smit doet het al jaren goed in de test. Gedreven bakker die op serieuze manier met zijn vak bezig is. En dat proef je terug in zijn bollen.,,110.0,,,,,,,,14.7, ja,,12,10.00
"Hollandse Gebakkraam Joop van de Weerdt, Schiedam",Hollandse Gebakkraam Joop van de Weerdt,Schiedam,2017,22.0,1.0,0.8," 10 voor 8,00",Hof van Spaland,,," De hoogste score in vele jaren voor Joop van de Weerdt. Een heerlijke oliebol zorgt voor een mooie klassering. Goed van smaak, goed gevuld, lekkere beet. Doe er nog maar één. ",,113.0,,,,,,,,6.7, ja,,10,8.00
"Gebakkraam Vermolen, Den Haag",Gebakkraam Vermolen,Den Haag,2017,23.0,1.0,0.83," 12 voor 10,00",Frederik Hendriklaan/Willem de Zwijgerlaan,,, Volop lof voor wat iemand omschrijft als een echte ouderwetse oliebol'. De smaak van de vulling wordt geroemd. Alleen de knapperigheid van de korst is nog een verbeterpuntje. ,,86.0,,,,,,,,8.76, nee,,12,10.00
"IJssalon Luciano, Wassenaar",IJssalon Luciano,Wassenaar,2017,24.0,1.0,0.83," 12 voor 10,00",Van Hogendorpstraat 53,,," Schitterend resultaat van Luc Blok, de meester-ijsbereider uit Wassenaar die zich in de oliebol verdiepte. Vorig jaar nog een 7, nu in de top. Dat dwingt respect af. Hulde aan personeel.",,97.0,,,,,,,,9.92, ja,,12,10.00
"Oliebollenkraam Dennis Bischoff, Lochem",Oliebollenkraam Bischoff,Lochem,2017,25.0,1.0,0.83," 12 voor 10,00",Goorseweg 27 (Intratuin),,," Dennis Bischoff lijdt aan teststress. Als hij weet dat het AD komt, verkrampt hij en gaat er van alles fout. Niet aangekondigd een bolletje kopen en het is klasse. Gewoon een goede bol.",,90.0,,,,,,,,8.09, nee,,12,10.00
"De Oliebollenbakkerij Remon Muller, Nieuwerkerk aan den IJssel",De Oliebollenbakkerij Remon Muller,Nieuwerkerk aan den IJssel,2017,26.0,1.0,0.83," 12 voor 10,00",Raadhuisplein,,, Remon Muller is zo'n ondernemer die constante kwaliteit biedt. Ook dit jaar weer een mooi resultaat. Vooral die krakende korst hapt heerlijk weg. Dat worden weer lange rijen.,,113.0,,,,,,,,7.59, ja,,12,10.00
"Gebakkraam R.Treep & Dochter Oliebollen, Wageningen",Gebakkraam R.Treep & Dochter Oliebollen,Wageningen,2017,27.0,0.8,0.7," 10 voor 7,00",De Arc,,," Kijk, daar kun je mee thuiskomen. Op Oudejaarsavond maar ook op andere avonden. Ziet er prachtig uit, vooral aan de binnenkant, maar het is de smaak die het hem doet.",,87.0,,,,,,,,8.32, ja,,10,7.00
"Oliebollenkraam Welkoop, Tholen",Oliebollenkraam Welkoop,Tholen,2017,28.0,0.9,0.8," 10 voor 8,00",Welgelegen 2a,,," In het verleden al vaak geroemd en terecht. Ook nu weer een meer dan goede oliebol. Sommige mensen hebben het gewoon in de vingers. Mooie korst, goed gevuld en prima smaak.",,95.0,,,,,,,,12.1, ja,,10,8.00
"Gebakkraam Denies, Breda",Gebakkraam Denies,Breda,2017,29.0,1.0,0.82," 11 voor 9,00",Dr. Struyckenplein,,," Hulde! Het beste resultaat sinds vele jaren. Oliebol waarvan echt te genieten valt. Genot wordt nog groter met iets meer vulling, maar eigenlijk is dat een detail. Ga zo door!",,106.0,,,,,,,,11.5, ja,,11,9.00
"Helmondsche Gebakkroam, Helmond",Helmondsche Gebakkroam,Helmond,2017,30.0,1.0,0.9," 10 voor 9,00",Markt,,," Een aangename verrassing! Een oliebol met lekker veel smaak. Je proeft wel iets van olie, maar niet hinderlijk. Maak de korst wat knapperiger en de top ligt binnen handbereik.",,105.0,,,,,,,,8.28, nee,,10,9.00
"Bakker Jeroen, Kortenhoef",Bakker Jeroen,Kortenhoef,2017,31.0,0.95,0.9," 10 voor 9,00",Meenthof 10,,," Bakker Jeroen handhaaft zich op hetzelfde niveau als de voorgaande jaren. En dat is op zich al een knappe prestatie. Krokante korst, goed op smaak. Mag een fractie luchtiger. ",,104.0,,,,,,,,15.1, ja,,10,9.00
"Bakkerij Ruud & Chantal Gremmee, Rossum",Bakkerij Ruud & Chantal Gremmee,Rossum,2017,32.0,0.9,, Geen,Koningsstraat 5,,, Smakelijke oliebollen die je met plezier op tafel zet. Voor iedereen in de omgeving (denk: Den Bosch) de moeite van een ritje waard. Handen ook nu weer op elkaar voor Ruud Gremmee. ,,100.0,,,,,,,,9.72, ja,,,
"De Oliebollenspecialist, Alblasserdam",De Oliebollenspecialist,Alblasserdam,2017,33.0,0.95,0.83," 12 voor 10,00",Wilgenplein/Raadhuisplein,,, Dat deze oliebollen worden gebakken in olijfolie brengt geen positief extraatje. Gesproken wordt van een vreemde geur'. Wel lekkere korst en goed gevuld. Redelijk hoog smaakgehalte.,,89.0,,,,,,,,10.5, nee,,12,10.00
"Bakkerij Duin, Tiel",Bakkerij Duin,Tiel,2017,34.0,0.95,, Geen,Nieuwe Tielseweg 187,,," Fantastisch ogende oliebol die op smaak hoge verwachtingen wekt, maar toch iets tegenvalt. Duin bewees al eerder goed te kunnen bakken en komt qua niveau ook nu in de buurt.",,94.0,,,,,,,,13.1, ja,,,
"Van Loon's Gebakkraam, Dronten",Van Loon's Gebakkraam,Dronten,2017,35.0,1.0,0.83," 6 voor 5,00",Parkeerterrein De Bolder,,," Oliebol wordt aan de vette kant ervaren, maar de meeste panelleden vinden dit geen minpunt. Over de smaak lopen de meningen een tikkeltje uiteen. Van lekker tot zompig.",,109.0,,,,,,,,14.8, nee,,6,5.00
"Bliek Meesterbakkers, Middelburg",Bliek Meesterbakkers,Middelburg,2017,36.0,0.95,0.8," 10 voor 7,95",Damplein 16,,," Al vele jaren een vaste waarde in de Oliebollentest. Scoort soms een puntje hoger of lager. Dit keer is de korst het zwakke punt, hapt voor de rest best lekker weg. Zeker geen miskoop.",,97.0,,,,,,,,9.56, ja,,10,7.95
"Oliebollerie, Schiphol",Oliebollerie,Schiphol,2017,37.0,1.0,0.83," 12 voor 10,00",Aankomstpassage,,," Niet de absolute top, maar zeker een alleszins smakelijke oliebol. Een paar verbeterpuntjes: de vulling zou wat royaler mogen en de korst een tikkeltje knapperiger. ",,114.0,,,,,,,,7.72, nee,,12,10.00
"Bakkerij Hogenboom, Houten",Bakkerij Hogenboom,Houten,2017,38.0,0.9,0.85," 10 voor 8,50",Cardo 7,,, Weer een bakker die het goed heeft begrepen. Een oliebol zoals een oliebol hoort te zijn. Iets minder appel is waarschijnlijk een verbetering. Goed van smaak. Hiervan neem je er nog een.,,93.0,,,,,,,,10.9, ja,,10,8.50
"Gijs en Mien Oliebollen, Goes",Gijs en Mien Oliebollen,Goes,2017,39.0,0.9,0.8," 10 voor 8,00",Singelstraat 1a,,, Jonge ondernemers zijn fanatiek bezig met het verbeteren van hun oliebollen . Die inspanningen werpen ook vrucht af. Smaakvol geheel. Probeer de korst nog iets krokanter te krijgen.,,82.0,,,,,,,,9.75, ja,,10,8.00
"Gebakkraam Bischoff-Hanraths, Apeldoorn",Gebakkraam Bischoff-Hanraths,Apeldoorn,2017,40.0,1.0,0.83," 12 voor 10,00",De Voorwaarts (Intratuin),,, Sidney Bischoff is de kunst van het bakken van een goede oliebol niet verleerd. Staat nog steeds met zichtbaar plezier in de kraam. Het is de moeite waard bij deze subtopper langs te gaan.,,110.0,,,,,,,,7.86, nee,,12,10.00
"Tijsterman Bakkers, Oegstgeest",Tijsterman Bakkers,Oegstgeest,2017,41.0,0.95,0.86," 11 voor 9,50",Irislaan 241,,," Vorig jaar nog goed voor een plaats in de top 10. Zover komt Tijsterman dit keer niet, maar het is nog steeds een prima oliebol. Hier hoef je je zeker niet bekocht te voelen.",,97.0,,,,,,,,12.5, ja,,11,9.50
"Zoete Lekkernijen/Gebakkraam De Boeck, Oud-Beijerland",Zoete Lekkernijen/Gebakkraam De Boeck,Oud-Beijerland,2017,42.0,0.9,, Geen,Julianastraat,,," Fijn bolletje met appel en mooi kruim, dat feestelijk smaakt. Een patent korstje: wie een hap neemt, hoort een koortje zalig zingen in de mond. Met recht een zoete lekkernij.",,95.0,,,,,,,,9.19, ja,,,
"Bakkerij Vroeg, Bunnik",Bakkerij Vroeg,Bunnik,2017,43.0,1.0,, Geen,Achterdijk 1,,," Vroeg bewijst dat er nog steeds een goede en smakelijke oliebol wordt bakken. Maar de concurrentie doet het ook steeds beter, dus een plaats in de top 10 zit er dit jaar niet in. ",,96.0,,,,,,,,12.4, ja,,,
"Meesterbakker Van Iersel, Tilburg",Meesterbakker Van Iersel,Tilburg,2017,44.0,1.0,0.95," 10 voor 9,50",AaBe-straat 3,,, Het verschil tussen een goede en een zeer goede oliebol zit hem vaak in de details. Dit is er een uit de eerstgenoemde categorie. Zou nog iets luchtiger mogen. Wel goed op smaak.,,96.0,,,,,,,,12.5, ja,,10,9.50
"Bakkerij Kroeze, Lekkerkerk",Bakkerij Kroeze,Lekkerkerk,2017,45.0,0.9,0.82," 11 voor 9,00",Raadhuisplein 73,,," Luchtige oliebol die lekker weghapt. Prachtig gevuld. Jammer dat-ie iets naar brood smaakt, maar verder: smelt in de mond. Nog wat experimenteren en een topplaats is binnen bereik.",,91.0,,,,,,,,11.8, ja,,11,9.00
"Gebakkraam, Muiden",Gebakkraam,Muiden,2017,46.0,1.0,0.83," 12 voor 10,00",Pampusweg 1 (Maxis),,," Oliebol in de categorie je houdt van mij of je haat mij'. Groot en aan de zware kant. Knapperige korst, maar een aantal bollen is niet gaar. Niet egaal gebakken. Lichte, vette plekken.",,133.0,,,,,,,,11.3, nee,,12,10.00
"Hollandse Gebakkraam T. Kers & D. Renes en Zn., Schoonhoven",Hollandse Gebakkraam T. Kers & D. Renes en Zn.,Schoonhoven,2017,47.0,1.0,0.83," 12 voor 10,00",Kerkstraat,,," Op zich geen onsmakelijk bolletje, maar met een klein beetje meer inspanning en vakkennis is er een veel betere bol te maken. Vulling aanpassen, iets luchtiger maken et voilà.",,92.0,,,,,,,,8.09, nee,,12,10.00
"Bakkerij Neplenbroek, Utrecht",Bakkerij Neplenbroek,Utrecht,2017,48.0,1.0,0.83," 12 voor 10,00",Ella Fitzgeraldplein 14,,, Keurige oliebol die toch een paar kanttekeningen krijgt. De appel is te nadrukkelijk aanwezig en de korst kan ietsje krokanter. De smaak maakt veel goed. Met beetje goede wil subtop.,,114.0,,,,,,,,8.85, ja,,12,10.00
"Bakkerij Olink, Maarssen",Bakkerij Olink,Maarssen,2017,49.0,1.0,, geen,Bolensteinsestraat 1-3,,," Oud-winnaars Willy en Inge Olink hoopten ongetwijfeld op een beter resultaat. Toch mag hun oliebol er nog steeds zijn. Lekker luchtig, goed gevuld. Korst niet 100 procent knapperig.",,103.0,,,,,,,,13.9, ja,,,
"Echte Bakker Vonk, Bunnik",Echte Bakker Vonk,Bunnik,2017,50.0,1.0,0.91," 11 voor 10,00",Het Slot 33,,, Bakkerij Vonk gaat de uitdaging voor de eerste keer aan en dan is dit helemaal niet zo'n gek resultaat. Hét grote winstpunt is de knapperige korst. Kan vanbinnen wel wat luchtiger.,,94.0,,,,,,,,5.62, ja,,11,10.00
"Hollandse Gebakkraam Tiny Paashuis, Vught",Hollandse Gebakkraam Tiny Paashuis,Vught,2017,51.0,1.0,0.67," 15 voor 10,00",Moleneindplein,,," In Vught staan twee gebakkramen Paashuis. Maar de ene is de andere niet. Hoewel de vulling guller kan, is de smaak toch niet verkeerd. De knapperige korst is aan de donkere kant.",,80.0,,,,,,,,9.47, nee,,15,10.00
"Echte Bakker Frentz, Ugchelen",Echte Bakker Frentz,Ugchelen,2017,52.0,1.0,0.9," 10 voor 9,00",Ugchelseweg 173,,," Bol zaait enige tweespalt binnen het panel. Veel mensen kunnen de smaak waarderen, anderen hebben daar (veel) meer moeite mee. Minpuntje: wordt vrij snel klef in de mond.",,97.0,,,,,,,,13.3, ja,,10,9.00
"Gebakkraam R.van den Houten, Almere",Gebakkraam R.van den Houten,Almere,2017,53.0,1.0,0.73," 11 voor 8,00",Philadelphiapad,,," Niet slecht, maar Van Houten kan veel beter. De nu te karige vulling is een kwestie van beter doseren. Krik de korsteigenschappen een beetje op en ook de waardering schiet omhoog.",,78.0,,,,,,,,9.7, nee,,11,8.00
"Kabalt Oliebollen (kraam), Alphen aan den Rijn",Kabalt Oliebollen (kraam),Alphen aan den Rijn,2017,54.0,1.0,0.83," 12 voor 10,00",Euromarkt,,," Melvin Kabalt heeft uitgebreid aan zijn recept gesleuteld, met succes. Bakt nu de beste oliebollen van Alphen aan den Rijn. Lovende woorden voor de korst. Ook erg goed gevuld.",,99.0,,,,,,,,11.6, ja,,12,10.00
"Echte Bakker De Koning, Puttershoek",Echte Bakker De Koning,Puttershoek,2017,55.0,1.0,0.83," 6 voor 5,00",Oranjeplein 14,,," Zeg maar de onderkant van de subtop. Koning weet wat bakken is, maar onderschat wellicht nog hoe het geheim van de ultieme oliebol te bemachtigen. Toch zeker geen miskoop.",,93.0,,,,,,,,12.2, ja,,6,5.00
"Oliebollen Bakkerij, Bennekom",Oliebollen Bakkerij,Bennekom,2017,56.0,1.0,0.83," 12 voor 10,00",Van Slootenplein,,," Bennekom boft met fijne, royale bolletjes. Beetje aan vettige kant, maar het blijven natuurlijk wel oliebollen. Het panel prijst de prachtige binnenkant. Nodigt uit tot nog een hap.",,89.0,,,,,,,,11.8, nee,,12,10.00
"Gebakkraam Gühnen, Heerenveen",Gühnen's Gebakkraam,Heerenveen,2017,57.0,1.0,0.83," 12 voor 10,00",Burgemeester Kuperusplein,,," Heinrich Gühnen staat op de testdag niet zelf in de kraam. Maar zijn personeel laat hem niet in de steek. Ruim gevulde, rechttoe rechtaan bol. Goed van smaak. Korst kan knapperiger.",,80.0,,,,,,,,6.57, nee,,12,10.00
"Gebakkraam Nico Sterrenberg, Schiedam",Gebakkraam Nico Sterrenberg,Schiedam,2017,58.0,0.85,, Geen,Nieuwe Haven,,," Nico Sterrenberg heeft hard gewerkt. Hij organiseerde zelfs zijn eigen smaakpanel om tot de optimale oliebol te komen. Hij hoopte op de top 10, maar haalt dat niet. Wel goede bollen.",,95.0,,,,,,,,14.4, ja,,,
